OP("/NM1" "cgd") X,OP("/NM1" "cgd") Y
0,-3.684683343454525e-15
0.01010101,-3.684722119396073e-15
0.02020202,-3.684760324592043e-15
0.03030303,-3.684797972571581e-15
0.04040404,-3.684835076384528e-15
0.05050505,-3.684871648605009e-15
0.06060606,-3.684907701329267e-15
0.07070707,-3.684943246166024e-15
0.08080808,-3.684978294217017e-15
0.09090909,-3.685012856044505e-15
0.1010101,-3.685046941621405e-15
0.1111111,-3.685080560258139e-15
0.1212121,-3.685113720498156e-15
0.1313131,-3.685146429971236e-15
0.1414141,-3.685178695189804e-15
0.1515152,-3.685210521268203e-15
0.1616162,-3.685241911537771e-15
0.1717172,-3.685272867020901e-15
0.1818182,-3.685303385714229e-15
0.1919192,-3.685333461613391e-15
0.2020202,-3.685363083387926e-15
0.2121212,-3.685392232582575e-15
0.2222222,-3.685420881177659e-15
0.2323232,-3.685448988282444e-15
0.2424242,-3.68547649565633e-15
0.2525253,-3.685503321646603e-15
0.2626263,-3.685529352989678e-15
0.2727273,-3.685554433733972e-15
0.2828283,-3.685578350293319e-15
0.2929293,-3.685600811313588e-15
0.3030303,-3.685621420614541e-15
0.3131313,-3.685639640937363e-15
0.3232323,-3.68565474557783e-15
0.3333333,-3.685665754228896e-15
0.3434343,-3.685671348555628e-15
0.3535354,-3.685669762335937e-15
0.3636364,-3.685658640756272e-15
0.3737374,-3.685634864301e-15
0.3838384,-3.685594335789762e-15
0.3939394,-3.685531736475364e-15
0.4040404,-3.685440271781019e-15
0.4141414,-3.685311453421671e-15
0.4242424,-3.685135006799668e-15
0.4343434,-3.684899052484621e-15
0.4444444,-3.684590780421861e-15
0.4545455,-3.684197885612743e-15
0.4646465,-3.683710999458416e-15
0.4747475,-3.683127133607647e-15
0.4848485,-3.682453673011438e-15
0.4949495,-3.681711776696321e-15
0.5050505,-3.680937519117142e-15
0.5151515,-3.680179310993137e-15
0.5252525,-3.679491426194215e-15
0.5353535,-3.678925351505276e-15
0.5454545,-3.678521916448872e-15
0.5555556,-3.678306770849823e-15
0.5656566,-3.678290052536629e-15
0.5757576,-3.678469296414275e-15
0.5858586,-3.678833804775589e-15
0.5959596,-3.679368907822782e-15
0.6060605999999999,-3.680059246250612e-15
0.6161616,-3.68089086661543e-15
0.6262626,-3.681852305256865e-15
0.6363636,-3.682934966163438e-15
0.6464645999999999,-3.684133078992059e-15
0.6565657,-3.68544344905993e-15
0.6666666999999999,-3.68686513423309e-15
0.6767677,-3.688399124296971e-15
0.6868687,-3.690048059170468e-15
0.6969697,-3.691815999148232e-15
0.7070707000000001,-3.693708248045977e-15
0.7171717,-3.695731224437946e-15
0.7272727,-3.697892374195084e-15
0.7373737,-3.700200117444122e-15
0.7474747,-3.702663823827397e-15
0.7575758,-3.705293810990037e-15
0.7676768,-3.708101362277548e-15
0.7777778,-3.71109876057177e-15
0.7878788,-3.714299335987456e-15
0.7979798,-3.717717525795209e-15
0.8080808,-3.721368945445803e-15
0.8181818,-3.725270469967322e-15
0.8282828,-3.729440325310957e-15
0.8383838,-3.733898189451656e-15
0.8484848,-3.738665303220393e-15
0.8585859,-3.74376459096675e-15
0.8686869,-3.749220791231359e-15
0.8787879,-3.755060597652762e-15
0.8888889,-3.761312810345164e-15
0.8989899,-3.76800849796332e-15
0.9090909,-3.775181170617355e-15
0.9191919,-3.782866963711722e-15
0.9292929,-3.791104832654617e-15
0.9393939,-3.799936758212473e-15
0.9494949,-3.80940796206254e-15
0.959596,-3.819567131817818e-15
0.969697,-3.830466654455213e-15
0.9797979999999999,-3.842162856660856e-15
0.989899,-3.854716250107324e-15
1,-3.868191779086837e-15
