OP("/NM2" "gm") X,OP("/NM2" "gm") Y
0,6.872208911780136e-10
0.01010101,9.170002474583554e-10
0.02020202,1.223549569483484e-09
0.03030303,1.632485974477972e-09
0.04040404,2.1779574157697e-09
0.05050505,2.905474258696515e-09
0.06060606,3.875675711938287e-09
0.07070707,5.169337070628959e-09
0.08080808,6.894022419251808e-09
0.09090909,9.192917199065392e-09
0.1010101,1.225654523488999e-08
0.1111111,1.633829741394013e-08
0.1212121,2.177498940347564e-08
0.1313131,2.901404267040456e-08
0.1414141,3.86493703366209e-08
0.1515152,5.146867611629447e-08
0.1616162,6.851567569390804e-08
0.1717172,9.117176653894727e-08
0.1818182,1.212629512532864e-07
0.1919192,1.611994124858337e-07
0.2020202,2.141570970665684e-07
0.2121212,2.843130423177915e-07
0.2222222,3.771490052114127e-07
0.2323232,4.998412471381831e-07
0.2424242,6.617580538650131e-07
0.2525253,8.750906394246537e-07
0.2626263,1.155647316128155e-06
0.2727273,1.523844926790444e-06
0.2828283,2.005935132436667e-06
0.2929293,2.635505738402829e-06
0.3030303,3.455298306493756e-06
0.3131313,4.519382432615021e-06
0.3232323,5.895724185851239e-06
0.3333333,7.669181829635984e-06
0.3434343,9.944957469595814e-06
0.3535354,1.285253101825529e-05
0.3636364,1.655010564304186e-05
0.3737374,2.122960360435314e-05
0.3838384,2.712226650759347e-05
0.3939394,3.45049254449736e-05
0.4040404,4.37069934095635e-05
0.4141414,5.511815933716087e-05
0.4242424,6.919658286160237e-05
0.4343434,8.647705395460923e-05
0.4444444,0.0001075780677146233
0.4545455,0.000133206101705695
0.4646465,0.0001641546845421923
0.4747475,0.0002012953148097901
0.4848485,0.0002455571973871661
0.4949495,0.0002978933704273175
0.5050505,0.0003592322528835513
0.5151515,0.0004304158970293744
0.5252525,0.000512128974925932
0.5353535,0.0006048252242024411
0.5454545,0.0007086600670804169
0.5555556,0.0008234387857292066
0.5656566,0.0009485886106351947
0.5757576,0.001083160362475738
0.5858586,0.001225861318475695
0.5959596,0.001375116535364483
0.6060605999999999,0.001529151880618092
0.6161616,0.001686089312552271
0.6262626,0.001844043978406379
0.6363636,0.00200121349254324
0.6464645999999999,0.002155951936441722
0.6565657,0.002306824066571529
0.6666666999999999,0.002452638261373254
0.6767677,0.002592459347343948
0.6868687,0.002725604298916234
0.6969697,0.002851624818113352
0.7070707000000001,0.002970281056324818
0.7171717,0.003081510432141951
0.7272727,0.003185394845733719
0.7373737,0.003282128789473868
0.7474747,0.003371990055379535
0.7575758,0.003455314036211047
0.7676768,0.003532472054271872
0.7777778,0.003603853739749805
0.7878788,0.0036698532061344
0.7979798,0.003730858609829281
0.8080808,0.003787244607242295
0.8181818,0.00383936720965966
0.8282828,0.00388756056242677
0.8383838,0.003932135223549771
0.8484848,0.003973377575634584
0.8585859,0.004011550065887818
0.8686869,0.00404689202662291
0.8787879,0.004079620880533331
0.8888889,0.004109933579684022
0.8989899,0.004138008164526846
0.9090909,0.004164005359675469
0.9191919,0.004188070147412186
0.9292929,0.004210333278810157
0.9393939,0.004230912696815936
0.9494949,0.004249914856470361
0.959596,0.004267435935378146
0.969697,0.00428356293319237
0.9797979999999999,0.004298374662777964
0.989899,0.004311942638282368
1,0.004324331866910248
